ID,Name,CountryCode,District,Info
891,Baybay,PHL,"Eastern Visayas","{"Population": 95630}"
892,Capas,PHL,"Central Luzon","{"Population": 95219}"
893,"Sultan Kudarat",PHL,ARMM,"{"Population": 94861}"
894,Laoag,PHL,Ilocos,"{"Population": 94466}"
895,Bayugan,PHL,Caraga,"{"Population": 93623}"
896,Malungon,PHL,"Southern Mindanao","{"Population": 93232}"
897,"Santa Cruz",PHL,"Southern Tagalog","{"Population": 92694}"
898,Sorsogon,PHL,Bicol,"{"Population": 92512}"
899,Candelaria,PHL,"Southern Tagalog","{"Population": 92429}"
900,Ligao,PHL,Bicol,"{"Population": 90603}"
901,Tórshavn,FRO,Streymoyar,"{"Population": 14542}"
902,Libreville,GAB,Estuaire,"{"Population": 419000}"
903,Serekunda,GMB,"Kombo St Mary","{"Population": 102600}"
904,Banjul,GMB,Banjul,"{"Population": 42326}"
905,Tbilisi,GEO,Tbilisi,"{"Population": 1235200}"
906,Kutaisi,GEO,Imereti,"{"Population": 240900}"
907,Rustavi,GEO,"Kvemo Kartli","{"Population": 155400}"
908,Batumi,GEO,"Adzaria [Atšara]","{"Population": 137700}"
909,Sohumi,GEO,"Abhasia [Aphazeti]","{"Population": 111700}"
910,Accra,GHA,"Greater Accra","{"Population": 1070000}"
911,Kumasi,GHA,Ashanti,"{"Population": 385192}"
912,Tamale,GHA,Northern,"{"Population": 151069}"
913,Tema,GHA,"Greater Accra","{"Population": 109975}"
914,Sekondi-Takoradi,GHA,Western,"{"Population": 103653}"
915,Gibraltar,GIB,–,"{"Population": 27025}"
916,"Saint George´s",GRD,"St George","{"Population": 4621}"
917,Nuuk,GRL,Kitaa,"{"Population": 13445}"
918,"Les Abymes",GLP,Grande-Terre,"{"Population": 62947}"
919,Basse-Terre,GLP,Basse-Terre,"{"Population": 12433}"
920,Tamuning,GUM,–,"{"Population": 9500}"
921,Agaña,GUM,–,"{"Population": 1139}"
922,"Ciudad de Guatemala",GTM,Guatemala,"{"Population": 823301}"
923,Mixco,GTM,Guatemala,"{"Population": 209791}"
924,"Villa Nueva",GTM,Guatemala,"{"Population": 101295}"
925,Quetzaltenango,GTM,Quetzaltenango,"{"Population": 90801}"
926,Conakry,GIN,Conakry,"{"Population": 1090610}"
927,Bissau,GNB,Bissau,"{"Population": 241000}"
928,Georgetown,GUY,Georgetown,"{"Population": 254000}"
929,Port-au-Prince,HTI,Ouest,"{"Population": 884472}"
930,Carrefour,HTI,Ouest,"{"Population": 290204}"
931,Delmas,HTI,Ouest,"{"Population": 240429}"
932,Le-Cap-Haïtien,HTI,Nord,"{"Population": 102233}"
933,Tegucigalpa,HND,"Distrito Central","{"Population": 813900}"
934,"San Pedro Sula",HND,Cortés,"{"Population": 383900}"
935,"La Ceiba",HND,Atlántida,"{"Population": 89200}"
936,"Kowloon and New Kowloon",HKG,"Kowloon and New Kowl","{"Population": 1987996}"
937,Victoria,HKG,Hongkong,"{"Population": 1312637}"
938,Longyearbyen,SJM,Länsimaa,"{"Population": 1438}"
939,Jakarta,IDN,"Jakarta Raya","{"Population": 9604900}"
940,Surabaya,IDN,"East Java","{"Population": 2663820}"
941,Bandung,IDN,"West Java","{"Population": 2429000}"
942,Medan,IDN,"Sumatera Utara","{"Population": 1843919}"
943,Palembang,IDN,"Sumatera Selatan","{"Population": 1222764}"
944,Tangerang,IDN,"West Java","{"Population": 1198300}"
945,Semarang,IDN,"Central Java","{"Population": 1104405}"
946,"Ujung Pandang",IDN,"Sulawesi Selatan","{"Population": 1060257}"
947,Malang,IDN,"East Java","{"Population": 716862}"
948,"Bandar Lampung",IDN,Lampung,"{"Population": 680332}"
949,Bekasi,IDN,"West Java","{"Population": 644300}"
950,Padang,IDN,"Sumatera Barat","{"Population": 534474}"
951,Surakarta,IDN,"Central Java","{"Population": 518600}"
952,Banjarmasin,IDN,"Kalimantan Selatan","{"Population": 482931}"
953,"Pekan Baru",IDN,Riau,"{"Population": 438638}"
954,Denpasar,IDN,Bali,"{"Population": 435000}"
955,Yogyakarta,IDN,Yogyakarta,"{"Population": 418944}"
956,Pontianak,IDN,"Kalimantan Barat","{"Population": 409632}"
957,Samarinda,IDN,"Kalimantan Timur","{"Population": 399175}"
958,Jambi,IDN,Jambi,"{"Population": 385201}"
959,Depok,IDN,"West Java","{"Population": 365200}"
960,Cimahi,IDN,"West Java","{"Population": 344600}"
961,Balikpapan,IDN,"Kalimantan Timur","{"Population": 338752}"
962,Manado,IDN,"Sulawesi Utara","{"Population": 332288}"
963,Mataram,IDN,"Nusa Tenggara Barat","{"Population": 306600}"
964,Pekalongan,IDN,"Central Java","{"Population": 301504}"
965,Tegal,IDN,"Central Java","{"Population": 289744}"
966,Bogor,IDN,"West Java","{"Population": 285114}"
967,Ciputat,IDN,"West Java","{"Population": 270800}"
968,Pondokgede,IDN,"West Java","{"Population": 263200}"
969,Cirebon,IDN,"West Java","{"Population": 254406}"
970,Kediri,IDN,"East Java","{"Population": 253760}"
971,Ambon,IDN,Molukit,"{"Population": 249312}"
972,Jember,IDN,"East Java","{"Population": 218500}"
973,Cilacap,IDN,"Central Java","{"Population": 206900}"
974,Cimanggis,IDN,"West Java","{"Population": 205100}"
975,"Pematang Siantar",IDN,"Sumatera Utara","{"Population": 203056}"
976,Purwokerto,IDN,"Central Java","{"Population": 202500}"
977,Ciomas,IDN,"West Java","{"Population": 187400}"
978,Tasikmalaya,IDN,"West Java","{"Population": 179800}"
979,Madiun,IDN,"East Java","{"Population": 171532}"
980,Bengkulu,IDN,Bengkulu,"{"Population": 146439}"
981,Karawang,IDN,"West Java","{"Population": 145000}"
982,"Banda Aceh",IDN,Aceh,"{"Population": 143409}"
983,Palu,IDN,"Sulawesi Tengah","{"Population": 142800}"
984,Pasuruan,IDN,"East Java","{"Population": 134019}"
985,Kupang,IDN,"Nusa Tenggara Timur","{"Population": 129300}"
986,"Tebing Tinggi",IDN,"Sumatera Utara","{"Population": 129300}"
987,"Percut Sei Tuan",IDN,"Sumatera Utara","{"Population": 129000}"
988,Binjai,IDN,"Sumatera Utara","{"Population": 127222}"
989,Sukabumi,IDN,"West Java","{"Population": 125766}"
990,Waru,IDN,"East Java","{"Population": 124300}"
991,"Pangkal Pinang",IDN,"Sumatera Selatan","{"Population": 124000}"
992,Magelang,IDN,"Central Java","{"Population": 123800}"
993,Blitar,IDN,"East Java","{"Population": 122600}"
994,Serang,IDN,"West Java","{"Population": 122400}"
995,Probolinggo,IDN,"East Java","{"Population": 120770}"
996,Cilegon,IDN,"West Java","{"Population": 117000}"
997,Cianjur,IDN,"West Java","{"Population": 114300}"
998,Ciparay,IDN,"West Java","{"Population": 111500}"
999,Lhokseumawe,IDN,Aceh,"{"Population": 109600}"
1000,Taman,IDN,"East Java","{"Population": 107000}"
